s1, s2, s3, s4, s5, s6, s7, s8, Time
64.4, 62.5, 225.7, 218.9, 238.4, 234.1, 212.3, 193.1, 2019-04-05 00:20:25
64.3, 62.4, 242.9, 231.8, 214.5, 224.8, 234.6, 192.4, 2019-04-05 00:30:26
64.1, 62.4, 254.5, 223.8, 220.8, 245.8, 208.0, 181.7, 2019-04-05 00:40:27
64.0, 62.3, 259.7, 252.6, 205.7, 215.8, 247.1, 198.6, 2019-04-05 00:50:28
63.9, 62.1, 240.0, 244.9, 216.4, 218.4, 236.5, 201.3, 2019-04-05 01:01:18
63.8, 62.1, 236.1, 230.8, 223.8, 230.2, 225.6, 185.6, 2019-04-05 01:11:19
63.8, 62.0, 252.0, 238.4, 214.7, 215.9, 235.8, 212.7, 2019-04-05 01:21:21
63.7, 62.0, 226.7, 223.2, 246.1, 232.1, 201.7, 193.7, 2019-04-05 01:31:22
63.6, 61.9, 248.6, 217.9, 219.1, 252.0, 229.8, 175.4, 2019-04-05 01:41:23
63.6, 61.8, 226.9, 225.6, 239.2, 228.1, 209.0, 198.0, 2019-04-05 01:51:25
63.8, 62.0, 236.2, 236.7, 230.2, 223.9, 216.5, 197.0, 2019-04-05 02:02:13
63.8, 62.0, 228.1, 236.7, 235.4, 218.8, 211.8, 206.8, 2019-04-05 02:12:14
63.9, 62.1, 238.2, 216.9, 233.0, 243.2, 209.5, 188.8, 2019-04-05 02:22:16
64.0, 62.4, 216.7, 210.2, 264.9, 252.3, 197.6, 181.6, 2019-04-05 02:32:17
63.9, 62.0, 247.9, 219.6, 221.8, 237.1, 225.5, 189.1, 2019-04-05 02:42:18
63.8, 61.9, 244.0, 234.2, 216.3, 222.2, 239.7, 205.0, 2019-04-05 02:52:20
64.0, 62.1, 220.4, 229.1, 254.2, 214.3, 206.3, 219.7, 2019-04-05 03:03:03
63.9, 61.9, 221.2, 228.9, 246.9, 224.4, 204.3, 199.9, 2019-04-05 03:13:05
63.9, 62.0, 244.6, 220.3, 225.5, 236.9, 214.1, 196.1, 2019-04-05 03:23:06
64.1, 62.3, 249.8, 222.6, 218.2, 234.3, 225.7, 194.0, 2019-04-05 03:33:07
64.0, 62.0, 231.1, 242.8, 233.8, 213.2, 217.4, 210.9, 2019-04-05 03:43:08
63.9, 61.9, 267.1, 221.2, 210.1, 240.4, 231.5, 189.1, 2019-04-05 03:53:10
64.1, 62.4, 250.0, 229.2, 217.0, 238.8, 226.9, 183.0, 2019-04-05 04:04:03
64.0, 62.1, 223.1, 225.1, 242.9, 230.5, 209.9, 192.2, 2019-04-05 04:14:04
63.9, 62.0, 225.2, 217.2, 236.0, 239.8, 221.0, 185.9, 2019-04-05 04:24:06
64.0, 62.1, 228.5, 237.0, 231.4, 224.8, 215.2, 193.8, 2019-04-05 04:34:07
64.1, 62.2, 235.3, 234.9, 226.8, 219.4, 216.8, 208.8, 2019-04-05 04:44:08
64.0, 62.0, 226.4, 221.2, 252.1, 230.7, 191.8, 202.3, 2019-04-05 04:54:10
63.9, 62.0, 247.8, 228.4, 217.9, 227.9, 225.6, 196.3, 2019-04-05 05:04:48
64.1, 62.2, 239.3, 223.8, 221.6, 232.3, 224.0, 195.8, 2019-04-05 05:14:50
64.1, 62.1, 231.8, 226.8, 224.4, 227.2, 233.0, 197.9, 2019-04-05 05:24:51
64.0, 61.9, 228.9, 226.4, 233.5, 240.4, 212.4, 183.0, 2019-04-05 05:34:52
64.0, 61.9, 236.0, 233.7, 225.3, 227.7, 224.3, 194.0, 2019-04-05 05:44:53
64.1, 62.1, 224.1, 218.7, 243.3, 237.1, 210.2, 187.3, 2019-04-05 05:54:55
63.9, 62.0, 246.1, 234.2, 217.0, 220.3, 232.0, 202.7, 2019-04-05 06:05:43
64.0, 62.2, 251.3, 234.0, 210.9, 222.1, 235.4, 210.6, 2019-04-05 06:15:45
64.2, 62.2, 221.0, 225.4, 242.0, 229.0, 211.8, 190.3, 2019-04-05 06:25:46
64.1, 62.0, 216.3, 248.2, 243.4, 213.5, 212.7, 209.5, 2019-04-05 06:35:47
64.0, 61.9, 215.0, 217.8, 267.6, 232.3, 195.6, 196.3, 2019-04-05 06:45:49
64.1, 62.1, 237.5, 231.3, 228.7, 227.9, 210.1, 199.8, 2019-04-05 06:55:50
64.9, 62.9, 239.7, 224.0, 228.3, 228.8, 216.9, 198.0, 2019-04-05 07:06:39
65.4, 63.5, 256.0, 251.7, 214.2, 209.1, 228.9, 209.5, 2019-04-05 07:16:40
65.7, 63.6, 213.4, 243.3, 245.2, 211.4, 216.1, 208.1, 2019-04-05 07:26:41
65.9, 63.9, 230.2, 242.0, 224.7, 215.0, 222.3, 200.7, 2019-04-05 07:36:43
66.1, 64.2, 256.6, 206.8, 211.0, 251.2, 240.2, 184.9, 2019-04-05 07:46:44
66.3, 64.0, 226.3, 227.1, 232.4, 214.7, 215.1, 214.2, 2019-04-05 07:56:45
66.4, 64.2, 232.9, 240.7, 222.0, 211.0, 218.6, 213.3, 2019-04-05 08:07:34
66.5, 64.6, 234.9, 206.2, 224.7, 248.6, 226.4, 183.5, 2019-04-05 08:17:35
66.5, 64.4, 240.9, 212.0, 224.1, 238.9, 211.1, 186.4, 2019-04-05 08:27:36
66.4, 64.3, 222.8, 238.1, 230.2, 211.4, 212.1, 208.3, 2019-04-05 08:37:38
66.5, 64.4, 226.1, 243.2, 225.7, 212.5, 212.7, 203.6, 2019-04-05 08:47:39
66.4, 64.3, 221.8, 231.9, 235.6, 212.0, 208.4, 203.5, 2019-04-05 08:57:40
