s1, s2, s3, s4, s5, s6, s7, s8, Time
63, 64, 322, 341, 347, 317, 306, 285, 2019-01-19 00:15:35
63, 64, 351, 329, 310, 324, 322, 280, 2019-01-19 00:25:36
63, 64, 335, 316, 330, 328, 314, 286, 2019-01-19 00:35:37
63, 64, 341, 314, 337, 346, 298, 268, 2019-01-19 00:45:39
63, 63, 342, 330, 313, 333, 336, 276, 2019-01-19 00:55:40
63, 63, 329, 321, 337, 329, 311, 285, 2019-01-19 01:05:53
63, 63, 320, 323, 377, 323, 280, 296, 2019-01-19 01:15:55
63, 63, 342, 340, 320, 324, 316, 278, 2019-01-19 01:25:56
63, 64, 388, 332, 298, 329, 353, 284, 2019-01-19 01:35:57
63, 63, 339, 356, 327, 310, 315, 294, 2019-01-19 01:45:58
62, 63, 352, 326, 319, 338, 318, 278, 2019-01-19 01:55:59
62, 63, 355, 336, 322, 325, 315, 281, 2019-01-19 02:06:13
62, 62, 329, 372, 343, 305, 301, 298, 2019-01-19 02:16:14
62, 62, 325, 339, 341, 324, 319, 282, 2019-01-19 02:26:15
61, 62, 357, 322, 326, 341, 310, 278, 2019-01-19 02:36:16
61, 61, 330, 328, 344, 344, 306, 272, 2019-01-19 02:46:17
61, 61, 347, 332, 330, 328, 313, 290, 2019-01-19 02:56:18
61, 60, 335, 331, 344, 348, 310, 271, 2019-01-19 03:06:31
61, 61, 368, 321, 316, 358, 348, 276, 2019-01-19 03:16:32
63, 63, 372, 323, 308, 337, 338, 282, 2019-01-19 03:26:33
62, 61, 314, 329, 367, 333, 305, 278, 2019-01-19 03:36:34
62, 61, 340, 352, 349, 316, 294, 299, 2019-01-19 03:46:36
62, 62, 335, 326, 353, 349, 306, 272, 2019-01-19 03:56:37
62, 62, 354, 326, 333, 346, 312, 277, 2019-01-19 04:06:50
61, 62, 369, 360, 316, 308, 342, 322, 2019-01-19 04:16:52
61, 61, 336, 335, 351, 331, 315, 293, 2019-01-19 04:26:53
61, 61, 355, 329, 329, 337, 326, 293, 2019-01-19 04:36:54
62, 63, 356, 323, 340, 362, 308, 272, 2019-01-19 04:46:55
63, 63, 324, 336, 349, 344, 315, 274, 2019-01-19 04:56:56
