s1, s2, s3, s4, s5, s6, s7, s8, Time
64.4, 62.3, 236.5, 217.3, 236.0, 234.6, 225.6, 196.7, 2019-03-23 00:11:08
64.2, 62.4, 238.7, 230.4, 247.9, 221.1, 201.9, 220.9, 2019-03-23 00:21:09
64.1, 62.3, 258.6, 232.0, 213.7, 249.1, 240.9, 179.0, 2019-03-23 00:31:10
64.0, 62.2, 244.1, 221.9, 224.8, 238.9, 235.4, 197.4, 2019-03-23 00:41:12
64.0, 62.1, 229.2, 234.7, 234.8, 228.1, 229.1, 200.1, 2019-03-23 00:51:13
63.9, 62.1, 242.1, 239.8, 226.3, 223.8, 230.3, 201.2, 2019-03-23 01:02:03
63.8, 61.9, 227.7, 236.5, 249.6, 228.7, 210.0, 203.3, 2019-03-23 01:12:04
63.7, 62.0, 243.7, 230.1, 233.6, 240.7, 212.8, 192.5, 2019-03-23 01:22:05
63.6, 61.9, 277.3, 216.6, 209.2, 276.3, 252.2, 173.3, 2019-03-23 01:32:07
63.6, 61.9, 255.7, 239.2, 221.5, 231.5, 231.8, 197.8, 2019-03-23 01:42:08
63.5, 61.8, 225.1, 227.1, 262.3, 232.4, 200.9, 205.3, 2019-03-23 01:52:09
63.5, 61.7, 235.7, 249.5, 229.2, 221.0, 232.9, 203.4, 2019-03-23 02:02:58
63.4, 61.5, 233.9, 217.2, 236.9, 260.0, 220.1, 182.5, 2019-03-23 02:12:59
63.3, 61.5, 208.2, 231.8, 306.4, 220.7, 196.7, 215.6, 2019-03-23 02:23:00
63.5, 61.9, 237.3, 245.8, 236.7, 221.8, 218.6, 207.1, 2019-03-23 02:33:01
63.5, 61.8, 236.1, 234.5, 237.8, 233.8, 216.8, 197.0, 2019-03-23 02:43:03
63.5, 61.8, 235.1, 234.7, 245.0, 236.2, 204.5, 197.6, 2019-03-23 02:53:04
63.6, 62.1, 252.1, 246.8, 219.7, 226.5, 234.3, 206.2, 2019-03-23 03:03:52
63.6, 61.8, 238.2, 263.9, 235.5, 206.6, 219.1, 238.8, 2019-03-23 03:13:54
63.6, 61.7, 236.4, 238.6, 235.1, 223.1, 229.7, 206.4, 2019-03-23 03:23:55
63.7, 62.0, 251.8, 225.8, 225.0, 243.5, 224.6, 190.6, 2019-03-23 03:33:56
63.7, 61.8, 238.3, 237.4, 228.3, 240.5, 219.6, 192.1, 2019-03-23 03:43:58
63.6, 61.8, 237.7, 235.8, 238.2, 235.7, 215.6, 192.5, 2019-03-23 03:53:59
63.7, 62.0, 232.7, 234.3, 244.2, 222.1, 213.0, 218.4, 2019-03-23 04:04:48
63.7, 61.9, 241.2, 231.5, 244.2, 235.8, 206.6, 199.0, 2019-03-23 04:14:49
63.6, 61.8, 254.4, 229.7, 231.7, 236.8, 211.1, 205.3, 2019-03-23 04:24:50
63.7, 61.9, 219.4, 242.6, 246.8, 218.2, 227.7, 209.7, 2019-03-23 04:34:52
63.7, 61.9, 235.8, 223.5, 238.1, 239.4, 229.9, 195.1, 2019-03-23 04:44:53
63.6, 61.9, 260.3, 245.4, 209.7, 228.2, 273.9, 197.9, 2019-03-23 04:54:54
63.7, 61.9, 259.3, 241.3, 220.1, 232.1, 236.7, 194.7, 2019-03-23 05:05:43
63.7, 62.0, 253.9, 225.2, 223.3, 249.2, 220.8, 192.7, 2019-03-23 05:15:44
63.7, 61.7, 246.1, 225.5, 222.1, 243.6, 239.5, 188.9, 2019-03-23 05:25:45
63.6, 61.8, 255.0, 243.6, 220.8, 230.5, 230.5, 202.3, 2019-03-23 05:35:47
63.7, 61.9, 249.9, 243.6, 217.6, 235.4, 238.4, 188.7, 2019-03-23 05:45:48
63.6, 61.7, 243.4, 233.8, 227.3, 230.9, 234.0, 199.5, 2019-03-23 05:55:49
63.6, 61.7, 236.7, 244.8, 227.9, 228.4, 231.5, 198.9, 2019-03-23 06:06:38
63.7, 61.8, 253.3, 233.5, 224.9, 231.1, 236.8, 200.1, 2019-03-23 06:16:39
63.6, 61.8, 253.0, 232.1, 222.5, 237.9, 226.5, 199.6, 2019-03-23 06:26:40
63.6, 61.7, 255.0, 254.5, 216.1, 216.9, 256.3, 222.1, 2019-03-23 06:36:42
63.6, 61.9, 235.8, 235.9, 247.3, 228.3, 208.1, 209.7, 2019-03-23 06:46:43
63.8, 61.8, 237.4, 237.2, 228.7, 236.7, 239.2, 190.3, 2019-03-23 06:56:44
64.4, 62.1, 239.1, 222.3, 235.9, 239.3, 228.5, 201.6, 2019-03-23 07:07:33
64.7, 62.3, 258.6, 229.4, 220.4, 243.1, 241.2, 194.0, 2019-03-23 07:17:34
64.9, 62.5, 247.1, 238.1, 230.8, 231.8, 219.3, 207.6, 2019-03-23 07:27:36
65.0, 62.5, 226.6, 238.1, 253.1, 223.6, 210.0, 209.9, 2019-03-23 07:37:37
65.1, 62.6, 234.5, 237.8, 248.5, 219.1, 213.5, 225.7, 2019-03-23 07:47:38
65.3, 62.8, 233.5, 243.9, 231.8, 223.6, 234.4, 207.2, 2019-03-23 07:57:39
65.3, 62.8, 221.2, 245.7, 254.7, 216.9, 217.2, 211.7, 2019-03-23 08:08:28
65.4, 63.0, 240.7, 234.1, 232.0, 237.2, 222.2, 191.7, 2019-03-23 08:18:30
65.7, 63.3, 230.0, 230.6, 245.4, 229.7, 213.3, 197.5, 2019-03-23 08:28:31
65.7, 63.1, 236.7, 233.5, 229.7, 232.6, 227.1, 194.2, 2019-03-23 08:38:32
65.7, 63.3, 260.0, 234.8, 218.4, 232.0, 230.3, 197.2, 2019-03-23 08:48:34
65.9, 63.2, 232.0, 230.2, 240.7, 233.5, 213.8, 199.5, 2019-03-23 08:58:35
