s1, s2, s3, s4, s5, s6, s7, s8, Time
64.1, 62.0, 244.6, 250.7, 236.2, 229.3, 232.8, 208.8, 2019-03-18 00:13:32
63.9, 62.0, 240.0, 247.8, 245.0, 234.2, 216.4, 203.2, 2019-03-18 00:23:33
63.7, 62.0, 250.6, 239.2, 235.9, 238.8, 227.3, 206.7, 2019-03-18 00:33:34
63.7, 61.8, 277.1, 232.2, 227.7, 250.5, 231.5, 193.5, 2019-03-18 00:43:35
63.7, 61.6, 227.1, 238.4, 270.9, 240.2, 205.5, 203.8, 2019-03-18 00:53:37
63.6, 61.6, 230.2, 232.0, 265.3, 241.5, 210.6, 206.4, 2019-03-18 01:04:26
63.4, 61.6, 274.7, 225.4, 225.5, 246.8, 244.0, 211.0, 2019-03-18 01:14:27
63.5, 61.5, 254.0, 234.3, 238.1, 257.3, 224.3, 190.0, 2019-03-18 01:24:29
63.7, 61.9, 242.8, 220.6, 246.5, 277.4, 225.8, 183.5, 2019-03-18 01:34:30
63.7, 61.8, 241.2, 259.6, 256.7, 219.4, 215.2, 238.3, 2019-03-18 01:44:31
63.6, 61.8, 240.0, 269.9, 242.3, 215.8, 234.4, 245.0, 2019-03-18 01:54:32
63.8, 62.0, 238.9, 237.7, 260.0, 240.3, 212.3, 211.2, 2019-03-18 02:05:21
63.8, 61.8, 234.3, 224.6, 262.3, 275.0, 211.7, 189.4, 2019-03-18 02:15:22
63.8, 61.8, 227.8, 242.5, 268.6, 237.4, 212.9, 207.8, 2019-03-18 02:25:23
63.7, 61.8, 237.5, 244.8, 265.4, 235.3, 207.3, 214.2, 2019-03-18 02:35:24
63.9, 61.9, 230.9, 234.9, 257.0, 239.2, 224.1, 209.0, 2019-03-18 02:45:26
63.8, 61.8, 248.8, 281.3, 231.2, 214.7, 239.5, 236.4, 2019-03-18 02:55:27
63.8, 61.7, 239.5, 233.5, 254.7, 245.3, 217.9, 204.5, 2019-03-18 03:06:15
63.8, 61.9, 242.1, 240.2, 243.2, 238.4, 231.5, 207.6, 2019-03-18 03:16:16
63.8, 61.9, 279.3, 217.8, 223.9, 283.1, 248.1, 187.9, 2019-03-18 03:26:18
63.7, 61.7, 243.9, 239.3, 249.7, 235.5, 222.7, 207.7, 2019-03-18 03:36:19
63.9, 62.0, 253.7, 219.9, 230.6, 286.5, 255.1, 182.0, 2019-03-18 03:46:20
63.9, 61.9, 253.9, 224.1, 236.1, 258.3, 236.1, 199.5, 2019-03-18 03:56:21
63.8, 61.7, 263.1, 223.5, 229.9, 259.6, 243.9, 200.1, 2019-03-18 04:07:10
63.9, 61.9, 240.0, 249.7, 245.2, 243.1, 226.7, 199.9, 2019-03-18 04:17:11
63.9, 61.8, 261.3, 236.0, 234.5, 240.1, 235.9, 206.9, 2019-03-18 04:27:12
63.8, 61.7, 259.4, 245.3, 230.2, 242.4, 241.8, 201.4, 2019-03-18 04:37:13
63.9, 61.9, 245.2, 253.5, 240.4, 229.9, 230.2, 215.4, 2019-03-18 04:47:15
64.0, 61.9, 247.9, 243.7, 236.5, 256.0, 233.6, 188.9, 2019-03-18 04:57:16
63.8, 61.8, 246.1, 234.6, 239.8, 262.8, 234.1, 185.9, 2019-03-18 05:08:04
63.8, 61.8, 244.4, 245.9, 251.8, 236.2, 216.6, 210.4, 2019-03-18 05:18:05
63.8, 61.9, 256.2, 251.3, 230.2, 230.2, 241.8, 217.7, 2019-03-18 05:28:06
63.8, 61.7, 227.9, 237.2, 291.7, 240.1, 196.9, 216.7, 2019-03-18 05:38:08
63.8, 61.9, 249.6, 235.0, 252.2, 240.2, 215.1, 213.5, 2019-03-18 05:48:09
63.9, 61.9, 246.8, 239.6, 240.9, 244.4, 229.1, 204.1, 2019-03-18 05:58:10
63.8, 61.7, 234.8, 233.8, 268.5, 249.1, 207.0, 202.3, 2019-03-18 06:08:59
63.8, 61.8, 242.0, 247.2, 248.7, 236.5, 226.9, 206.4, 2019-03-18 06:19:00
63.7, 61.7, 250.3, 245.5, 235.5, 231.3, 235.2, 216.2, 2019-03-18 06:29:01
63.8, 61.8, 240.0, 227.4, 257.9, 256.0, 215.6, 203.7, 2019-03-18 06:39:02
63.9, 62.1, 248.4, 241.8, 243.3, 236.6, 214.2, 215.4, 2019-03-18 06:49:04
64.3, 62.4, 239.0, 252.0, 241.9, 232.8, 240.8, 213.7, 2019-03-18 06:59:05
65.0, 63.0, 256.4, 255.5, 233.7, 229.7, 234.6, 215.4, 2019-03-18 07:09:53
65.4, 63.1, 263.1, 233.0, 233.3, 249.3, 231.3, 200.9, 2019-03-18 07:19:54
65.7, 63.3, 244.6, 236.9, 246.8, 248.7, 223.7, 204.0, 2019-03-18 07:29:56
65.8, 63.6, 250.0, 229.7, 251.4, 250.4, 212.7, 199.2, 2019-03-18 07:39:57
66.0, 63.9, 215.6, 253.3, 304.2, 222.9, 201.3, 228.5, 2019-03-18 07:49:58
66.2, 64.1, 245.6, 233.5, 247.4, 247.2, 220.6, 197.4, 2019-03-18 07:59:59
66.3, 64.5, 235.3, 249.5, 240.5, 231.5, 234.6, 205.8, 2019-03-18 08:10:48
66.3, 64.2, 235.6, 236.1, 244.3, 246.8, 228.7, 195.2, 2019-03-18 08:20:49
66.3, 64.0, 254.5, 220.2, 229.5, 261.1, 244.5, 194.3, 2019-03-18 08:30:50
66.2, 63.9, 248.1, 250.5, 236.1, 232.6, 228.9, 203.2, 2019-03-18 08:40:51
66.1, 63.7, 235.3, 235.7, 253.8, 240.0, 213.9, 206.4, 2019-03-18 08:50:53
66.1, 64.0, 253.0, 229.9, 237.8, 241.0, 220.2, 208.2, 2019-03-18 09:01:41
66.2, 64.1, 241.7, 241.8, 240.9, 235.6, 226.7, 204.9, 2019-03-18 09:11:42
66.3, 64.1, 255.1, 242.8, 231.4, 237.2, 228.5, 201.3, 2019-03-18 09:21:44
66.2, 64.0, 239.6, 258.7, 246.2, 214.4, 221.7, 241.4, 2019-03-18 09:31:45
66.3, 64.2, 236.5, 234.5, 247.8, 236.5, 221.1, 212.4, 2019-03-18 09:41:46
66.2, 63.9, 261.9, 260.4, 269.5, 249.3, 237.4, 248.5, 2019-03-18 09:51:47
66.2, 64.0, 271.3, 255.8, 264.9, 284.3, 264.1, 217.9, 2019-03-18 10:02:35
66.2, 64.1, 263.5, 256.9, 283.6, 268.4, 239.7, 236.4, 2019-03-18 10:12:37
66.1, 63.9, 322.2, 279.5, 238.1, 255.1, 294.4, 245.2, 2019-03-18 10:22:38
66.0, 63.7, 255.4, 275.7, 276.7, 256.4, 254.7, 242.6, 2019-03-18 10:32:39
65.9, 63.7, 277.0, 258.6, 263.9, 274.7, 258.3, 221.8, 2019-03-18 10:42:41
65.8, 63.5, 280.1, 267.3, 270.6, 263.6, 241.4, 236.4, 2019-03-18 10:52:42
65.7, 63.6, 277.6, 254.6, 258.8, 272.5, 266.6, 233.5, 2019-03-18 11:03:30
65.6, 63.6, 289.1, 263.9, 251.2, 266.5, 277.7, 231.2, 2019-03-18 11:13:31
65.7, 63.5, 260.3, 251.0, 279.0, 287.4, 250.0, 220.8, 2019-03-18 11:23:33
65.6, 63.6, 259.3, 279.6, 273.3, 251.7, 256.3, 247.5, 2019-03-18 11:33:34
65.6, 63.6, 289.4, 262.5, 255.6, 269.0, 271.3, 230.4, 2019-03-18 11:43:35
65.6, 63.5, 251.6, 291.9, 291.5, 243.5, 241.4, 259.4, 2019-03-18 11:53:36
65.5, 63.5, 264.1, 264.8, 275.7, 279.6, 252.2, 222.4, 2019-03-18 12:04:25
65.5, 63.5, 262.7, 269.8, 269.0, 268.3, 263.4, 222.9, 2019-03-18 12:14:26
65.7, 64.0, 264.0, 270.3, 273.2, 265.4, 251.7, 230.0, 2019-03-18 12:24:27
65.9, 64.0, 262.4, 280.4, 274.2, 267.4, 247.4, 220.5, 2019-03-18 12:34:28
65.9, 63.8, 247.0, 246.0, 331.0, 286.4, 225.8, 221.8, 2019-03-18 12:44:30
65.8, 63.8, 261.5, 290.6, 270.3, 251.9, 262.5, 234.6, 2019-03-18 12:54:31
65.8, 63.8, 298.1, 305.1, 241.7, 244.0, 298.1, 250.3, 2019-03-18 13:05:19
65.9, 63.6, 265.7, 276.6, 268.0, 256.7, 255.2, 236.9, 2019-03-18 13:15:21
66.0, 64.2, 270.0, 270.9, 274.2, 258.7, 253.4, 237.2, 2019-03-18 13:25:22
66.3, 64.5, 281.0, 274.3, 259.6, 259.2, 265.5, 238.6, 2019-03-18 13:35:23
66.4, 64.3, 259.8, 283.1, 274.0, 251.5, 249.0, 240.0, 2019-03-18 13:45:24
66.5, 64.3, 269.9, 261.7, 272.7, 280.1, 245.3, 219.4, 2019-03-18 13:55:26
66.5, 64.0, 305.1, 279.9, 238.0, 257.8, 317.4, 235.9, 2019-03-18 14:06:14
66.5, 64.0, 267.7, 264.9, 274.0, 278.9, 245.9, 216.3, 2019-03-18 14:16:15
66.4, 63.8, 259.9, 253.8, 282.8, 275.1, 244.2, 228.4, 2019-03-18 14:26:16
66.3, 64.1, 266.9, 279.3, 264.2, 263.2, 261.8, 227.3, 2019-03-18 14:36:18
66.3, 64.0, 279.8, 258.4, 259.3, 283.3, 257.5, 218.3, 2019-03-18 14:46:19
66.3, 64.0, 274.4, 255.1, 268.1, 274.6, 254.7, 222.8, 2019-03-18 14:56:20
66.2, 63.9, 288.6, 252.8, 251.0, 286.7, 275.1, 217.2, 2019-03-18 15:07:09
66.2, 63.9, 280.2, 250.5, 265.3, 292.4, 252.4, 218.2, 2019-03-18 15:17:10
66.1, 63.8, 301.7, 249.7, 256.1, 278.4, 255.4, 233.3, 2019-03-18 15:27:11
66.0, 63.8, 267.0, 275.4, 269.6, 252.4, 254.4, 244.0, 2019-03-18 15:37:12
66.1, 63.9, 261.8, 304.4, 272.1, 241.7, 250.0, 255.5, 2019-03-18 15:47:14
66.1, 63.8, 269.5, 245.1, 281.4, 290.6, 239.6, 224.8, 2019-03-18 15:57:15
66.1, 63.9, 304.9, 263.6, 250.4, 267.1, 261.9, 226.9, 2019-03-18 16:08:03
66.1, 63.7, 263.9, 251.4, 272.1, 275.7, 261.6, 231.7, 2019-03-18 16:18:04
66.0, 63.8, 290.3, 259.1, 263.1, 267.5, 241.8, 234.6, 2019-03-18 16:28:06
66.1, 63.7, 249.8, 262.0, 302.5, 267.6, 236.9, 229.1, 2019-03-18 16:38:07
66.0, 63.8, 303.0, 288.6, 240.4, 257.6, 291.7, 228.1, 2019-03-18 16:48:08
66.0, 63.7, 257.8, 317.9, 287.7, 232.1, 238.8, 274.6, 2019-03-18 16:58:09
66.0, 63.9, 273.2, 262.8, 263.9, 266.8, 266.3, 231.2, 2019-03-18 17:08:58
66.1, 63.9, 267.9, 266.0, 274.0, 259.0, 243.4, 242.0, 2019-03-18 17:18:59
65.9, 63.6, 244.0, 255.5, 260.2, 254.9, 229.0, 207.1, 2019-03-18 17:29:00
65.9, 63.7, 249.0, 247.9, 233.3, 227.3, 233.1, 212.0, 2019-03-18 17:39:01
65.9, 63.8, 246.8, 254.9, 231.8, 219.2, 236.4, 229.5, 2019-03-18 17:49:03
66.0, 64.0, 260.1, 245.5, 219.9, 233.4, 251.3, 204.7, 2019-03-18 17:59:04
66.1, 63.9, 244.2, 218.8, 234.4, 268.4, 234.0, 187.6, 2019-03-18 18:09:53
66.2, 64.1, 252.1, 255.4, 230.6, 224.7, 229.9, 215.1, 2019-03-18 18:19:54
66.2, 64.0, 238.8, 266.0, 244.5, 218.3, 215.2, 231.4, 2019-03-18 18:29:55
66.2, 64.0, 251.7, 216.4, 237.9, 280.7, 218.5, 184.3, 2019-03-18 18:39:56
66.2, 64.0, 254.3, 260.4, 277.8, 254.6, 238.3, 228.9, 2019-03-18 18:49:58
66.1, 63.9, 255.3, 272.5, 281.3, 260.0, 241.2, 231.1, 2019-03-18 18:59:59
66.1, 63.9, 253.5, 274.2, 295.4, 256.2, 236.6, 233.6, 2019-03-18 19:10:47
66.1, 63.9, 262.4, 264.0, 271.1, 267.7, 256.1, 222.9, 2019-03-18 19:20:49
66.1, 63.7, 277.7, 256.1, 262.0, 275.4, 259.4, 227.9, 2019-03-18 19:30:50
66.1, 63.8, 281.4, 253.7, 258.4, 276.4, 264.7, 226.3, 2019-03-18 19:40:51
66.1, 63.8, 256.8, 251.5, 284.9, 304.0, 242.5, 207.8, 2019-03-18 19:50:52
66.0, 63.5, 276.4, 268.9, 238.9, 237.9, 247.8, 234.6, 2019-03-18 20:01:41
65.9, 63.8, 264.7, 249.0, 223.8, 225.4, 239.0, 218.3, 2019-03-18 20:11:42
65.9, 63.5, 240.4, 215.3, 245.3, 268.8, 223.2, 190.8, 2019-03-18 20:21:43
66.0, 63.6, 235.1, 244.0, 245.6, 233.3, 219.3, 203.4, 2019-03-18 20:31:44
65.9, 63.6, 236.7, 236.7, 246.5, 230.8, 216.7, 217.6, 2019-03-18 20:41:45
65.9, 63.5, 249.0, 246.4, 231.8, 236.9, 229.7, 195.4, 2019-03-18 20:51:47
