s1, s2, s3, s4, s5, s6, s7, s8, Time
64, 63, 274, 282, 267, 268, 263, 223, 2019-01-16 00:18:31
63, 63, 309, 267, 254, 267, 264, 247, 2019-01-16 00:28:32
63, 63, 267, 274, 282, 262, 241, 240, 2019-01-16 00:38:33
63, 63, 286, 268, 266, 272, 250, 228, 2019-01-16 00:48:34
63, 63, 274, 252, 270, 292, 251, 215, 2019-01-16 00:58:35
63, 63, 255, 254, 299, 277, 231, 227, 2019-01-16 01:08:48
63, 64, 264, 258, 275, 265, 248, 235, 2019-01-16 01:18:49
63, 63, 253, 255, 296, 294, 234, 210, 2019-01-16 01:28:50
63, 64, 275, 269, 263, 260, 253, 239, 2019-01-16 01:38:52
63, 64, 255, 280, 284, 247, 245, 247, 2019-01-16 01:48:53
63, 64, 267, 269, 275, 262, 242, 231, 2019-01-16 01:58:54
64, 64, 271, 276, 267, 258, 250, 234, 2019-01-16 02:09:06
64, 64, 285, 263, 260, 258, 248, 243, 2019-01-16 02:19:08
64, 65, 276, 270, 263, 261, 250, 227, 2019-01-16 02:29:09
64, 65, 258, 247, 281, 285, 240, 219, 2019-01-16 02:39:10
64, 65, 260, 263, 280, 271, 235, 217, 2019-01-16 02:49:11
64, 65, 267, 253, 265, 276, 252, 221, 2019-01-16 02:59:12
64, 65, 264, 281, 278, 241, 237, 251, 2019-01-16 03:09:24
64, 65, 309, 251, 242, 281, 268, 213, 2019-01-16 03:19:25
65, 65, 268, 293, 254, 241, 265, 250, 2019-01-16 03:29:26
65, 66, 261, 267, 276, 256, 238, 225, 2019-01-16 03:39:27
65, 66, 257, 277, 275, 244, 240, 248, 2019-01-16 03:49:28
65, 66, 299, 250, 247, 270, 255, 218, 2019-01-16 03:59:30
65, 66, 280, 270, 247, 248, 262, 243, 2019-01-16 04:09:42
65, 66, 253, 262, 270, 254, 245, 233, 2019-01-16 04:19:43
65, 66, 274, 266, 247, 248, 262, 243, 2019-01-16 04:29:44
65, 66, 273, 276, 252, 244, 259, 241, 2019-01-16 04:39:45
65, 66, 283, 256, 250, 266, 248, 221, 2019-01-16 04:49:46
65, 66, 265, 268, 255, 245, 260, 249, 2019-01-16 04:59:47
65, 66, 262, 263, 261, 259, 245, 225, 2019-01-16 05:09:59
65, 66, 268, 251, 246, 273, 274, 213, 2019-01-16 05:20:01
65, 66, 260, 256, 264, 253, 245, 238, 2019-01-16 05:30:02
65, 66, 248, 271, 284, 255, 230, 218, 2019-01-16 05:40:03
65, 66, 261, 266, 252, 252, 261, 229, 2019-01-16 05:50:04
65, 66, 263, 270, 262, 243, 243, 242, 2019-01-16 06:00:19
65, 66, 250, 276, 273, 251, 240, 225, 2019-01-16 06:10:20
65, 66, 264, 265, 260, 245, 251, 248, 2019-01-16 06:20:21
65, 66, 271, 244, 251, 272, 270, 221, 2019-01-16 06:30:22
65, 66, 279, 260, 244, 251, 271, 236, 2019-01-16 06:40:23
65, 67, 278, 256, 252, 265, 254, 226, 2019-01-16 06:50:24
66, 67, 267, 270, 266, 245, 239, 243, 2019-01-16 07:00:36
66, 68, 262, 238, 277, 283, 227, 211, 2019-01-16 07:10:37
66, 68, 259, 281, 272, 244, 225, 221, 2019-01-16 07:20:39
67, 68, 266, 241, 248, 288, 255, 199, 2019-01-16 07:30:40
67, 68, 266, 267, 247, 249, 244, 221, 2019-01-16 07:40:41
67, 69, 250, 260, 270, 249, 228, 218, 2019-01-16 07:50:42
