s1, s2, s3, s4, s5, s6, s7, s8, Time
65.0, 62.9, 229.5, 251.2, 239.8, 214.7, 217.7, 217.5, 2019-03-22 00:18:30
64.9, 62.8, 251.8, 226.2, 223.3, 234.0, 229.4, 204.5, 2019-03-22 00:28:31
64.8, 62.8, 266.3, 234.4, 216.4, 223.3, 240.4, 221.5, 2019-03-22 00:38:33
64.8, 62.8, 229.8, 213.9, 242.0, 257.1, 221.0, 187.6, 2019-03-22 00:48:34
64.7, 62.7, 230.6, 251.9, 254.1, 219.0, 198.9, 214.9, 2019-03-22 00:58:35
64.5, 62.6, 221.0, 231.1, 260.2, 236.7, 204.5, 196.3, 2019-03-22 01:09:25
64.5, 62.5, 253.7, 235.3, 222.5, 233.0, 233.2, 193.5, 2019-03-22 01:19:26
64.4, 62.5, 233.4, 211.9, 238.1, 264.9, 228.1, 182.2, 2019-03-22 01:29:27
64.3, 62.3, 221.7, 219.8, 264.5, 251.8, 200.4, 191.1, 2019-03-22 01:39:29
64.2, 62.3, 241.5, 250.0, 229.5, 222.5, 228.5, 211.6, 2019-03-22 01:49:30
64.1, 62.3, 263.5, 247.2, 221.5, 224.2, 230.2, 203.9, 2019-03-22 01:59:31
64.1, 62.3, 246.2, 235.8, 232.1, 231.5, 217.4, 203.8, 2019-03-22 02:10:19
64.1, 62.2, 250.6, 239.1, 217.2, 223.6, 257.8, 212.4, 2019-03-22 02:20:21
63.9, 62.2, 245.2, 241.9, 226.8, 217.3, 234.9, 222.7, 2019-03-22 02:30:22
64.0, 62.1, 243.4, 233.0, 231.1, 248.0, 221.8, 192.4, 2019-03-22 02:40:23
63.9, 62.1, 239.2, 237.9, 241.3, 223.3, 217.4, 215.5, 2019-03-22 02:50:24
63.8, 62.1, 234.9, 215.6, 244.0, 259.8, 218.0, 188.0, 2019-03-22 03:01:13
63.7, 62.0, 250.7, 242.0, 222.3, 229.5, 234.5, 206.4, 2019-03-22 03:11:14
63.7, 61.9, 233.9, 244.0, 248.8, 233.1, 207.4, 194.4, 2019-03-22 03:21:15
63.6, 61.9, 247.9, 243.5, 223.7, 226.3, 239.1, 205.9, 2019-03-22 03:31:16
63.6, 61.9, 238.2, 265.2, 237.9, 209.2, 218.0, 240.2, 2019-03-22 03:41:17
63.5, 61.9, 231.6, 248.4, 249.5, 228.4, 210.0, 202.0, 2019-03-22 03:51:19
63.4, 61.7, 221.4, 222.7, 274.4, 240.1, 200.3, 201.8, 2019-03-22 04:02:07
63.4, 61.7, 234.3, 228.4, 245.8, 232.7, 215.8, 217.3, 2019-03-22 04:12:08
63.4, 61.8, 250.4, 220.9, 232.2, 241.2, 223.4, 213.1, 2019-03-22 04:22:10
63.5, 61.9, 234.6, 246.0, 235.2, 226.8, 230.4, 209.2, 2019-03-22 04:32:11
63.7, 62.1, 237.6, 226.7, 236.7, 236.8, 235.8, 207.2, 2019-03-22 04:42:12
63.8, 61.9, 238.4, 247.1, 242.0, 220.8, 212.6, 220.5, 2019-03-22 04:52:13
63.7, 61.8, 226.9, 229.5, 248.4, 242.2, 219.9, 197.1, 2019-03-22 05:03:01
63.7, 61.9, 248.8, 230.4, 232.5, 247.6, 226.6, 188.4, 2019-03-22 05:13:02
63.6, 61.9, 251.9, 246.2, 229.0, 226.6, 225.0, 209.3, 2019-03-22 05:23:04
63.7, 62.3, 242.5, 267.3, 230.8, 208.0, 236.1, 246.8, 2019-03-22 05:33:05
63.9, 62.3, 291.3, 233.4, 212.7, 232.0, 250.6, 211.6, 2019-03-22 05:43:06
63.8, 62.0, 246.1, 223.6, 233.2, 259.8, 224.2, 187.7, 2019-03-22 05:53:07
63.8, 62.0, 225.0, 235.5, 255.3, 238.8, 213.9, 198.9, 2019-03-22 06:03:56
63.7, 61.9, 227.6, 237.7, 254.4, 226.2, 211.6, 217.6, 2019-03-22 06:13:57
63.7, 62.1, 245.8, 252.3, 235.0, 224.0, 225.3, 210.7, 2019-03-22 06:23:58
63.9, 62.3, 229.9, 234.1, 254.2, 240.4, 207.1, 199.1, 2019-03-22 06:33:59
64.0, 62.2, 240.4, 237.9, 233.3, 233.3, 223.8, 211.3, 2019-03-22 06:44:00
