s1, s2, s3, s4, s5, s6, s7, s8, Time
64.4, 62.7, 284.6, 296.5, 267.0, 265.3, 264.2, 236.0, 2019-02-25 00:18:55
64.5, 62.5, 256.6, 285.9, 300.3, 265.7, 250.6, 240.7, 2019-02-25 00:28:56
64.5, 62.7, 301.3, 262.1, 263.9, 283.1, 261.6, 239.3, 2019-02-25 00:38:57
64.5, 62.6, 264.3, 302.7, 292.4, 261.8, 242.8, 240.1, 2019-02-25 00:48:59
64.5, 62.8, 291.2, 294.1, 257.9, 254.2, 281.4, 259.4, 2019-02-25 00:59:00
64.6, 63.0, 290.1, 289.8, 260.0, 261.9, 293.9, 242.2, 2019-02-25 01:09:16
64.6, 62.6, 267.6, 273.6, 314.4, 270.3, 235.5, 246.0, 2019-02-25 01:19:18
64.4, 62.8, 307.5, 261.8, 263.9, 299.5, 265.3, 222.5, 2019-02-25 01:29:19
64.5, 62.8, 293.1, 274.0, 267.9, 270.7, 262.9, 243.1, 2019-02-25 01:39:20
64.6, 62.6, 257.8, 287.2, 292.4, 256.2, 259.4, 255.6, 2019-02-25 01:49:21
64.5, 62.7, 280.2, 294.8, 279.3, 258.6, 255.6, 247.4, 2019-02-25 01:59:22
64.5, 62.7, 265.8, 281.7, 295.4, 260.4, 247.3, 254.3, 2019-02-25 02:09:35
64.6, 62.8, 291.0, 272.1, 268.0, 269.4, 261.0, 254.9, 2019-02-25 02:19:36
64.5, 62.7, 295.8, 256.8, 268.6, 296.9, 256.1, 226.2, 2019-02-25 02:29:37
64.4, 62.7, 298.3, 273.6, 262.0, 267.6, 273.1, 251.5, 2019-02-25 02:39:38
64.6, 62.8, 260.7, 254.3, 302.3, 293.5, 245.8, 230.2, 2019-02-25 02:49:40
64.6, 62.7, 287.5, 258.3, 270.9, 291.9, 265.5, 229.6, 2019-02-25 02:59:41
64.5, 62.6, 253.3, 295.6, 302.7, 259.8, 249.7, 248.5, 2019-02-25 03:09:53
64.6, 62.9, 270.0, 283.0, 285.4, 255.4, 259.3, 269.4, 2019-02-25 03:19:54
64.6, 62.7, 270.8, 256.0, 293.1, 284.3, 261.5, 236.4, 2019-02-25 03:29:56
64.5, 62.6, 272.4, 261.3, 290.8, 284.4, 250.2, 239.9, 2019-02-25 03:39:57
64.4, 62.9, 306.2, 281.1, 250.2, 267.5, 296.7, 240.3, 2019-02-25 03:49:58
64.6, 62.8, 301.7, 260.1, 259.3, 282.7, 284.1, 240.9, 2019-02-25 03:59:59
64.6, 62.7, 300.1, 280.2, 259.4, 261.1, 286.4, 262.7, 2019-02-25 04:10:16
64.5, 62.6, 278.0, 281.3, 277.4, 262.0, 255.6, 259.6, 2019-02-25 04:20:17
64.6, 62.9, 279.5, 267.5, 274.2, 292.1, 266.4, 221.5, 2019-02-25 04:30:18
64.5, 62.7, 277.6, 276.3, 278.9, 280.7, 256.9, 224.6, 2019-02-25 04:40:19
64.4, 62.7, 282.8, 280.8, 275.7, 266.4, 260.7, 248.0, 2019-02-25 04:50:21
64.6, 62.9, 296.5, 270.9, 268.8, 272.1, 274.6, 258.5, 2019-02-25 05:00:33
64.5, 62.7, 265.9, 270.8, 297.7, 265.7, 246.9, 271.3, 2019-02-25 05:10:34
64.5, 62.6, 277.6, 268.3, 275.7, 286.9, 258.8, 224.1, 2019-02-25 05:20:36
64.6, 62.7, 269.6, 300.5, 283.3, 253.2, 258.8, 269.8, 2019-02-25 05:30:37
64.6, 62.6, 293.7, 273.9, 265.2, 280.8, 270.2, 231.3, 2019-02-25 05:40:38
64.5, 62.6, 269.9, 275.8, 295.8, 268.6, 245.1, 257.5, 2019-02-25 05:50:39
64.5, 62.8, 289.6, 280.4, 264.5, 264.3, 281.3, 255.4, 2019-02-25 06:00:51
64.6, 62.8, 291.7, 262.3, 268.1, 297.7, 265.9, 226.7, 2019-02-25 06:10:53
64.4, 62.6, 272.9, 300.5, 287.4, 256.9, 246.3, 253.8, 2019-02-25 06:20:54
64.5, 62.8, 278.3, 275.4, 296.3, 272.4, 241.3, 247.7, 2019-02-25 06:30:55
64.6, 62.7, 246.4, 290.3, 354.7, 258.8, 236.3, 254.3, 2019-02-25 06:40:56
64.4, 62.7, 277.1, 282.8, 277.3, 259.9, 264.9, 267.9, 2019-02-25 06:50:57
